Presidente do Congresso Nacional;Macapá;01/11/2020 - 18:15;Brasília;01/11/2020 - 21:00;Segurança/Serviço;14;
Presidente da Câmara dos Deputados;Rio de Janeiro (Santos Dumont);02/11/2020 - 13:20;Brasília;02/11/2020 - 15:05;Serviço;11;
Presidente do Supremo Tribunal Federal;Rio de Janeiro (Santos Dumont);02/11/2020 - 17:25;Brasília;02/11/2020 - 19:00;Segurança/Serviço;4;
Presidente da Câmara dos Deputados;Brasília;04/11/2020 - 08:55;São Paulo (Congonhas);04/11/2020 - 10:15;Serviço;5;
Ministro das Minas e Energia;Brasília;04/11/2020 - 18:35;Macapá;04/11/2020 - 21:00;Serviço;10;
Ministro das Comunicações;Brasília;04/11/2020 - 08:30;Teresina;04/11/2020 - 10:30;Serviço;9;
Ministro das Comunicações;Teresina;04/11/2020 - 16:55;Brasília;04/11/2020 - 18:55;Serviço;9;
Comandante do Exército;Brasília;04/11/2020 - 14:05;Recife;04/11/2020 - 16:25;Serviço;6;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);05/11/2020 - 07:40;Brasília;05/11/2020 - 09:10;Serviço;6;
Presidente da Câmara dos Deputados;Brasília;05/11/2020 - 18:15;São Paulo (Congonhas);05/11/2020 - 19:35;Serviço;6;
Ministro das Minas e Energia;Macapá;05/11/2020 - 14:00;Brasília;05/11/2020 - 16:40;Serviço;10;
Ministro-Chefe da Secretaria Geral da Presidência da República;Brasília;05/11/2020 - 06:40;Florianópolis;05/11/2020 - 08:50;Serviço;3;
Presidente do Supremo Tribunal Federal;Brasília;06/11/2020 - 18:10;Rio de Janeiro (Santos Dumont);06/11/2020 - 19:40;Serviço/Segurança;6;
Ministro do Meio Ambiente;São Gabriel Da Cachoeira;06/11/2020 - 17:30;Manaus (Ponta Pelada);06/11/2020 - 18:55;Serviço;40;
Ministro do Meio Ambiente;Manaus (Ponta Pelada);06/11/2020 - 19:50;Novo Progresso;06/11/2020 - 22:15;Serviço;40;
Ministro do Meio Ambiente;Novo Progresso;06/11/2020 - 22:55;Brasília;07/11/2020 - 00:30;Serviço;40;
Ministro do Desenvolvimento Regional ;Brasília;06/11/2020 - 11:30;Montes Claros;06/11/2020 - 12:30;Serviço;5;
Ministro do Desenvolvimento Regional ;Montes Claros;06/11/2020 - 19:50;Brasília;06/11/2020 - 21:00;Serviço;5;
Comandante do Exército;Recife;05/11/2020 - 16:10;João Pessoa;05/11/2020 - 16:30;Serviço;6;
Comandante do Exército;João Pessoa;06/11/2020 - 15:05;Brasília;06/11/2020 - 17:40;Serviço;6;
Presidente do Congresso Nacional;Brasília;07/11/2020 - 14:05;Macapá;07/11/2020 - 16:40;Serviço/Segurança;13;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);07/11/2020 - 17:50;Brasília;07/11/2020 - 19:20;Serviço;5;
Presidente da Câmara dos Deputados;Brasília;08/11/2020 - 08:45;Rio de Janeiro (Santos Dumont);08/11/2020 - 10:10;Serviço;5;
Ministro das Minas e Energia;Macapá;08/11/2020 - 12:10;Brasília;08/11/2020 - 14:50;Serviço;7;
Presidente do Congresso Nacional;Macapá;08/11/2020 - 21:40;Brasília;09/11/2020 - 00:15;Serviço/Segurança;5;
Presidente do Congresso Nacional;Brasília;09/11/2020 - 16:05;Macapá;09/11/2020 - 18:35;Serviço/Segurança;5;
Presidente do Supremo Tribunal Federal;Rio de Janeiro (Santos Dumont);09/11/2020 - 16:45;Brasília;09/11/2020 - 18:20;Serviço/Segurança;6;
Ministro da Ciência, Tecnologia e Inovação;Brasília;09/11/2020 - 08:15;Goiânia;09/11/2020 - 08:45;Serviço;12;
Ministro da Ciência, Tecnologia e Inovação;Goiânia;09/11/2020 - 15:45;Brasília;09/11/2020 - 16:20;Serviço;12;
Comandante da Marinha;Rio de Janeiro (Santos Dumont);10/11/2020 - 14:25;Brasília;10/11/2020 - 16:05;Serviço;6;
Comandante do Exército;Brasília;10/11/2020 - 14:20;Rio de Janeiro (Santos Dumont);10/11/2020 - 15:50;Serviço;8;
Ministro do Desenvolvimento Regional;Brasília;11/11/2020 - 07:45;Bauru;11/11/2020 - 08:55;Serviço;5;
Ministro do Desenvolvimento Regional;Bauru;11/11/2020 - 12:35;São José Dos Campos;11/11/2020 - 13:20;Serviço;5;
Comandante do Exército;Rio de Janeiro (Afonsos);11/11/2020 - 14:45;Brasília;11/11/2020 - 16:50;Serviço;8;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);13/11/2020 - 11:45;Rio de Janeiro (Santos Dumont);13/11/2020 - 12:25;Serviço/Segurança;4;
Presidente do Supremo Tribunal Federal;Brasília;13/11/2020 - 17:00;Rio de Janeiro (Santos Dumont);13/11/2020 - 18:25;Serviço/Segurança;4;
Ministro da Saúde;Ribeirão Preto;13/11/2020 - 16:55;Rio de Janeiro (Santos Dumont);13/11/2020 - 17:55;Serviço;10;
Ministro da Ciência, Tecnologia e Inovação;Brasília;13/11/2020 - 11:35;Ribeirão Preto;13/11/2020 - 12:35;Serviço;14;
Comandante da Marinha;Brasília;13/11/2020 - 13:35;Rio de Janeiro (Santos Dumont);13/11/2020 - 15:00;Serviço;8;
Comandante do Exército;Brasília;13/11/2020 - 16:00;Canoas;13/11/2020 - 18:20;Serviço;8;
Presidente da Câmara dos Deputados;Rio de Janeiro (Santos Dumont);15/11/2020 - 21:10;Brasília;15/11/2020 - 22:45;Serviço;8;
Presidente do Supremo Tribunal Federal;Rio de Janeiro (Santos Dumont);15/11/2020 - 15:05;Brasília;15/11/2020 - 16:40;Serviço/Segurança;4;
Presidente da Câmara dos Deputados;Brasília;16/11/2020 - 10:35;São Paulo (Congonhas);16/11/2020 - 12:05;Serviço;4;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);16/11/2020 - 19:10;Brasília;16/11/2020 - 20:45;Serviço;6;
Ministro da Infraestrutura;Brasília;16/11/2020 - 07:25;Santos;16/11/2020 - 09:35;Serviço;14;
Ministro da Infraestrutura;Santos;16/11/2020 - 18:10;São Paulo (Congonhas);16/11/2020 - 18:40;Serviço;14;
Ministro da Cidadania;Brasília;16/11/2020 - 08:00;Vitória;16/11/2020 - 09:30;Serviço;10;
Ministro da Cidadania;Vitória;16/11/2020 - 11:40;Rio de Janeiro (Santos Dumont);16/11/2020 - 12:35;Serviço;11;
Ministro da Cidadania;Rio de Janeiro (Santos Dumont);16/11/2020 - 16:10;Brasília;16/11/2020 - 17:45;Serviço;11;
Ministro da Saúde;Rio de Janeiro (Santos Dumont);16/11/2020 - 17:15;Brasília;16/11/2020 - 18:50;Serviço;10;
Ministro das Minas e Energia;Brasília;16/11/2020 - 17:25;Foz Do Iguaçu;16/11/2020 - 19:40;Serviço;14;
Ministro da Ciência, Tecnologia e Inovação;São Paulo (Congonhas);16/11/2020 - 19:50;Brasília;16/11/2020 - 21:20;Serviço;12;
Ministro do Turismo;Belo Horizonte (Pampulha);16/11/2020 - 07:55;Rio de Janeiro (Santos Dumont);16/11/2020 - 08:40;Serviço;12;
Ministro do Turismo;Rio de Janeiro (Santos Dumont);16/11/2020 - 11:15;Brasília;16/11/2020 - 12:45;Serviço;12;
Ministro do Turismo;Brasília;16/11/2020 - 20:10;Porto Seguro;16/11/2020 - 21:35;Serviço;12;
Comandante do Exército;Canoas;16/11/2020 - 15:15;Santa Maria;16/11/2020 - 16:05;Serviço;8;
Presidente do Congresso Nacional;Macapá;17/11/2020 - 07:10;Brasília;17/11/2020 - 10:05;Segurança/Serviço;14;
Ministro da Infraestrutura;São Paulo (Congonhas);17/11/2020 - 08:10;Brasília;17/11/2020 - 10:20;Serviço;14;
Comandante do Exército;Santa Maria;17/11/2020 - 18:50;Brasília;17/11/2020 - 21:10;Serviço;8;
Ministro das Minas e Energia;Foz Do Iguaçu;18/11/2020 - 13:40;Brasília;18/11/2020 - 15:35;Serviço;14;
Presidente da Câmara dos Deputados;Brasília;19/11/2020 - 07:35;Fortaleza;19/11/2020 - 10:00;Serviço;7;
Presidente da Câmara dos Deputados;Fortaleza;19/11/2020 - 16:45;São Paulo (Congonhas);19/11/2020 - 20:15;Serviço;5;
Ministro das Minas e Energia;Brasília;19/11/2020 - 13:20;Macapá;19/11/2020 - 16:00;Serviço;11;
Comandante do Exército;Brasília;19/11/2020 - 15:25;Canoas;19/11/2020 - 17:50;Serviço;8;
Presidente do Supremo Tribunal Federal;Brasília;20/11/2020 - 17:15;Rio de Janeiro (Santos Dumont);20/11/2020 - 18:40;Serviço/Segurança;4;
Ministro da Justiça e Segurança Pública;Brasília;20/11/2020 - 09:00;Cuiabá;20/11/2020 - 09:30;Serviço;9;
Ministro da Justiça e Segurança Pública;Cuiabá;20/11/2020 - 15:45;Brasília;20/11/2020 - 18:10;Serviço;9;
Ministro das Minas e Energia;Macapá;20/11/2020 - 12:35;Brasília;20/11/2020 - 15:20;Serviço;11;
Ministro do Turismo;Porto Seguro;19/11/2020 - 10:55;Montevideo (Uruguai);19/11/2020 - 15:05;Serviço;12;
Ministro do Turismo;Montevideo (Uruguai);20/11/2020 - 16:05;Brasília;20/11/2020 - 19:05;Serviço;12;
Comandante do Exército;Brasília;19/11/2020 - 15:25;Canoas;19/11/2020 - 17:50;Serviço;8;
Comandante da Aeronáutica;Brasília;20/11/2020 - 08:30;Rio de Janeiro (Santa Cruz);20/11/2020 - 09:50;Serviço;17;
Comandante da Aeronáutica;Rio de Janeiro (Santa Cruz);20/11/2020 - 14:10;Rio de Janeiro (Afonsos);20/11/2020 - 14:25;Serviço;17;
Comandante da Aeronáutica;Rio de Janeiro (Afonsos);20/11/2020 - 17:55;Brasília;20/11/2020 - 19:35;Serviço;17;
Presidente da Câmara dos Deputados;Rio de Janeiro (Santos Dumont);22/11/2020 - 16:20;Brasília;22/11/2020 - 18:00;Serviço/Segurança;7;
Presidente da Câmara dos Deputados;Brasília;23/11/2020 - 18:45;São Paulo (Congonhas);23/11/2020 - 20:10;Serviço;5;
Presidente do Supremo Tribunal Federal;Rio de Janeiro (Santos Dumont);23/11/2020 - 17:15;Brasília;23/11/2020 - 18:55;Serviço/Segurança;4;
Ministro da Advocacia-Geral da União;Brasília;23/11/2020 - 07:50;Santa Maria;23/11/2020 - 10:35;Serviço;34;
Ministro da Advocacia-Geral da União;Santa Maria;23/11/2020 - 16:45;Brasília;23/11/2020 - 19:00;Serviço;33;
Comandante da Marinha;Rio de Janeiro (Santos Dumont);23/11/2020 - 12:25;Brasília;23/11/2020 - 13:55;Serviço;6;
Comandante do Exército;Canoas;23/11/2020 - 15:20;Brasília;23/11/2020 - 17:35;Serviço;8;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);24/11/2020 - 10:15;Brasília;24/11/2020 11:35;Serviço;7;
Ministro da Cidadania;Brasília;24/11/2020 - 06:25;Boa Vista;24/11/2020 08:50;Serviço;12;
Ministro da Cidadania;Boa Vista;24/11/2020 - 15:20;Brasília;24/11/2020 19:50;Serviço;12;
Presidente da Câmara dos Deputados;Brasília;25/11/2020 - 18:30;São Paulo (Congonhas);25/11/2020 - 20:00;Serviço;5;
Ministro das Relações Exteriores;Brasília;24/11/2020 - 14:00;Zandery;24/11/2020 - 17:15;Serviço;9;
Ministro da Cidadania;Brasília;24/11/2020 - 06:25;Boa Vista;24/11/2020 - 08:50;Serviço;12;
Ministro da Cidadania;Boa Vista;24/11/2020 - 15:20;Brasília;24/11/2020 - 19:50;Serviço;12;
Comandante da Marinha;Brasília;25/11/2020 - 18:00;Rio de Janeiro (Santos Dumont);25/11/2020 - 19:35;Serviço;6;
Comandante do Exército;Brasília;25/11/2020 - 11:35;Rio de Janeiro (Santos Dumont);25/11/2020 - 13:10;Serviço;8;
Presidente da Câmara dos Deputados;Brasília;25/11/2020 - 19:30;São Paulo (Congonhas);25/11/2020 - 21:00;Serviço;5;
Presidente da Câmara dos Deputados;São Paulo (Congonhas);26/11/2020 - 12:05;Rio de Janeiro (Santos Dumont);26/11/2020 - 12:50;Serviço/Segurança;5;
Presidente do Supremo Tribunal Federal;Brasília;26/11/2020 - 19:15;São Paulo (Congonhas);26/11/2020 - 20:50;Serviço/Segurança;8;
Ministro das Relações Exteriores;Brasília;24/11/2020 - 14:05;Paramaribo (Suriname);24/11/2020 - 17:30;Serviço;9;
Ministro das Relações Exteriores;Paramaribo (Suriname);26/11/2020 - 07:25;Georgetown (Guiana);26/11/2020 - 07:10;Serviço;9;
Ministro das Relações Exteriores;Georgetown (Guiana);26/11/2020 - 16:05;Brasília;26/11/2020 - 20:55;Serviço;9;
Comandante do Exército;Rio de Janeiro (Afonsos);26/11/2020 - 12:40;Brasília;26/11/2020 - 14:10;Serviço;8;
Presidente do Congresso Nacional;Brasília;27/11/2020 - 08:25;Macapá;27/11/2020 - 10:50;Segurança/ Serviço;12;
Presidente do Supremo Tribunal Federal;São Paulo (Congonhas);27/11/2020 - 17:20;Rio de Janeiro (Santos Dumont);27/11/2020 - 18:05;Segurança/ Serviço;5;
Ministro da Infraestrutura;Brasília;27/11/2020 - 09:00;Ituiutaba;27/11/2020 - 09:40;Serviço;14;
Ministro da Infraestrutura;Ituiutaba;27/11/2020 - 11:45;Uberlândia;27/11/2020 - 12:10;Serviço;14;
Ministro da Infraestrutura;Uberlândia;27/11/2020 - 18:30;Brasília;27/11/2020 - 19:15;Serviço;14;
Comandante da Aeronáutica;Guaratinguetá;27/11/2020 - 14:00;Gavião Peixoto;27/11/2020 - 14:45;Serviço;9;
Comandante da Aeronáutica;Gavião Peixoto;27/11/2020 - 16:30;Brasília;27/11/2020 - 17:35;Serviço;10;
