Ministro da Defesa;Maturacá;14/02/2020 - 16:20;São Gabriel da Cachoeira;14/02/2020 - 16:50;Serviço;14
Ministro da Ciência, Tecnologia, Inovações e Comunicações;Brasília;14/02/2020 - 07:30;Rio de Janeiro (Santos Dumont);14/02/2020 - 09:00;Serviço;6
Ministro da Ciência, Tecnologia, Inovações e Comunicações;Rio de Janeiro (Santos Dumont);14/02/2020 - 14:40;Guarulhos;14/02/2020 - 15:30;Serviço;6
Ministro do Turismo;Parnaíba;14/02/2020 - 14:00;Brasília;14/02/2020 - 16:20;Serviço;12
Presidente do Supremo Tribunal Federal;Campo Grande;15/02/2020 - 17:05;Brasília;15/02/2020 - 19:35;Serviço/Segurança;12
Ministro da Defesa;São Gabriel Da Cachoeira;15/02/2020 - 12:15;Manaus (Ponta Pelada);15/02/2020 - 13:35;Serviço;14
Ministro da Defesa;Manaus (Ponta Pelada);15/02/2020 - 14:25;Brasília;15/02/2020 - 18:20;Serviço;14
Presidente do Supremo Tribunal Federal;Brasília;17/02/2020 - 09:45;Goiânia;17/02/2020 - 10:10;Segurança/Serviço;50
Presidente do Supremo Tribunal Federal;Goiânia;17/02/2020 - 16:20;Brasília;17/02/2020 - 16:45;Segurança/Serviço;50
Ministro da Justiça e Segurança Pública;Brasília;17/02/2020 - 07:20;João Pessoa;17/02/2020 - 09:50;Serviço;9
Ministro da Justiça e Segurança Pública;João Pessoa;17/02/2020 - 14:50;Brasília;17/02/2020 - 17:20;Serviço;9
Ministro do Turismo;Belo Horizonte (Pampulha);17/02/2020 - 08:45;Rio de Janeiro (Galeão);17/02/2020 - 09:25;Serviço;12
Ministro do Turismo;Rio de Janeiro (Galeão);17/02/2020 - 17:45;Brasília;17/02/2020 - 19:20;Serviço;12
Presidente da Câmara dos Deputados;Brasília;18/02/2020 - 07:00;São Paulo (Congonhas);18/02/2020 - 08:40;Serviço;9
Presidente da Câmara dos Deputados;São Paulo (Congonhas);18/02/2020 - 15:25;Brasília;18/02/2020 - 16:50;Serviço;9
Ministro da Justiça e Segurança Pública;Brasília;18/02/2020 - 07:10;Belo Horizonte (Pampulha);18/02/2020 - 08:10;Serviço;10
Ministro da Justiça e Segurança Pública;Belo Horizonte (Pampulha);18/02/2020 - 11:20;Brasília;18/02/2020 - 12:30;Serviço;10
Ministro do Turismo;Brasília;18/02/2020 - 20:45;Recife;18/02/2020 - 23:15;Serviço;14
Ministro da Saúde;Brasília;19/02/2020 - 09:50;Assunção (Paraguai);19/02/2020 - 11:50;Serviço;9
Ministro da Saúde;Assunção (Paraguai);19/02/2020 - 18:50;Brasília;19/02/2020 - 20:50;Serviço;9
Ministro do Turismo;Recife;19/02/2020 - 19:20;Salvador;19/02/2020 - 20:25;Serviço;14
Presidente do Congresso Nacional;Brasília;20/02/2020 - 08:50;Macapá;20/02/2020 - 11:15;Serviço/Segurança;25
Presidente da Câmara dos Deputados;Brasília;20/02/2020 - 15:35;São Paulo (Congonhas);20/02/2020 - 17:00;Serviço;9
Presidente da Câmara dos Deputados;São Paulo (Congonhas);21/02/2020 - 09:40;Rio de Janeiro (Santos Dumont);21/02/2020 - 10:25;Residência;9
Presidente da Câmara dos Deputados;Rio de Janeiro (Santos Dumont);21/02/2020 - 16:45;Brasília;21/02/2020 - 18:10;Serviço;9
Ministro da Infraestrutura;Brasília;21/02/2020 - 08:15;São Paulo (Congonhas);21/02/2020 - 09:45;Serviço;12
Ministro da Infraestrutura;São Paulo (Congonhas);21/02/2020 - 18:15;Brasília;21/02/2020 - 19:40;Serviço;12
Ministro das Relações Exteriores;Brasília;18/02/2020 - 17:05;Manaus (Eduardo Gomes);18/02/2020 - 18:40;Serviço;6
Ministro das Relações Exteriores;Manaus (Eduardo Gomes);18/02/2020 - 19:50;Guatemala City (Guatemala);18/02/2020 - 23:20;Serviço;6
Ministro das Relações Exteriores;Guatemala City (Guatemala);19/02/2020 - 16:05;Ottawa (Canadá);19/02/2020 - 22:00;Serviço;7
Ministro das Relações Exteriores;Ottawa (Canadá);20/02/2020 - 15:45;Tegucigalpa (Honduras);20/02/2020 - 19:50;Serviço;6
Ministro das Relações Exteriores;Tegucigalpa (Honduras);21/02/2020 - 14:30;Boa Vista;21/02/2020 - 20:50;Serviço;6
Ministro das Relações Exteriores;Boa Vista;21/02/2020 - 21:20;Brasília;22/02/2020 - 02:00;Serviço;6
Ministro da Defesa;Brasília;23/02/2020 - 09:20;Anápolis;23/02/2020 - 09:45;Serviço;14
Ministro da Defesa;Anápolis;23/02/2020 - 11:40;Brasília;23/02/2020 - 12:05;Serviço;36
Ministro da Defesa;Brasília;24/02/2020 - 07:20;Fortaleza;24/02/2020 - 09:40;Serviço;14
Ministro da Defesa;Fortaleza;24/02/2020 - 14:55;Brasília;24/02/2020 - 17:20;Serviço;14
Ministro da Justiça e Segurança Pública;Brasília;28/02/2020 - 16:30;Foz Do Iguaçu;28/02/2020 - 18:25;Serviço;3
Ministro da Infraestrutura;Brasília;27/02/2020 - 07:40;Curitiba;27/02/2020 - 09:15;Serviço;25
Ministro da Infraestrutura;Curitiba;28/02/2020 - 09:05;Foz Do Iguaçu;28/02/2020 - 10:05;Serviço;25
Ministro da Infraestrutura;Foz Do Iguaçu;28/02/2020 - 17:40;Brasília;28/02/2020 - 19:30;Serviço;25
Ministro do Desenvolvimento Regional;Brasília;29/02/2020 - 08:30;Belo Horizonte (Pampulha);29/02/2020 - 09:25;Serviço;12
Ministro do Desenvolvimento Regional;Belo Horizonte (Pampulha);29/02/2020 - 14:05;Vitória;29/02/2020 - 14:50;Serviço;12
Ministro do Desenvolvimento Regional;Vitória;29/02/2020 - 18:50;Brasília;29/02/2020 - 20:30;Serviço;12
