QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS BET;José Carlos dos Santos;047/SCC;29606
Primeiro-Tenente QOEA;José Carlos dos Santos;1194/SCC;31761
Primeiro-Sargento QSS BCT;José Carlos dos Santos Costa;931/SCC;32854
Segundo-Sargento QSS SAD;Jose Carlos dos Santos Fagundes;870/SCC;33592
Senhor;José Carlos dos Santos Peixoto;968-A/SCC;33221
Senhor;José Carlos dos Santos Pereira;161/SC;37673
Cabo QCB SGS;José Carlos e Silva;086/SCC;30336
Cabo QCB SGS;José Carlos Emídio Teixeira;160/SCC;34409
Suboficial QSS SML;José Carlos Estevão;100/SCC;35481
Suboficial QSS BMA;José Carlos Eugenio Maia Magalhães;107/SC;39869
Primeiro-Sargento QSS BET;José Carlos Frota Alves;968-A/SCC;33221
Major QOEFOT ;José Carlos Gomes;193/SCC;34750
Suboficial QSS BEI;José Carlos Gomes da Silva;113/SC;36944
Terceiro-Sargento QTA TAR;José Carlos Gomes de Jesus;161/SC;37673
Primeiro-Sargento QSS BSP;José Carlos Gonçalves;047/SCC;29606
Segundo-Sargento QSS SAD;José Carlos Ibraim de Souza;6/SCGC;43108
Suboficial QSS BEI;José Carlos Juvenal da Silva;106/SC;39134
Suboficial QSS BMA;José Carlos Leite;113/SCC;36584
Segundo-Sargento SGS;José Carlos Lima de Souza;81/SC;40581
Cabo QCB SEF;José Carlos Machado Filho;113/SC;36944
Suboficial QSS SML;José Carlos Macieira de Brites;107/SC;39869
Suboficial QSS SML;José Carlos Mael da Costa;204/SC;38405
Primeiro-Sargento QSS BSP;José Carlos Maia;1057/SCC;31401
Suboficial QSS SPV;José Carlos Martins Correia;870/SCC;33592
Senhor (Portugal);José Carlos Martins Felisberto;193/SCC;34750
Suboficial QSS BET;José Carlos Massi;113/SCC;36584
Taifeiro-Mor QTA TAR;Jose Carlos Matos;870/SCC;33592
Suboficial QSS SGS;José Carlos Mello da Silva;98/SCC;35844
Subtenente Manutenção de Comunicações;José Carlos Mendes da Silva;19/SCGC;44207
Primeiro-Sargento QSS SAD;José Carlos Miranda de Carvalho;58/SC;40953
Suboficial SAD;José Carlos Muniz de Santana;81/SC;40581
Suboficial QSS SAD;José Carlos Oliveira Costa;113/SCC;36584
Primeiro-Sargento QSS SAD;José Carlos Patrício da Rocha;107/SC;39869
Senhor;José Carlos Pena;113/SC;36944
Suboficial QSS BMA;José Carlos Pereira da Rocha;107/SC;40234
Suboficial QSS BCT;José Carlos Pereira do Nascimento;113/SCC;36584
Terceiro-Sargento QESA SGS;José Carlos Pinheiro Navega;051/SCC;34026
Senhor;José Carlos Pinto;80/SC;39504
Terceiro-Sargento QESA SEM;José Carlos Pinto Lopes;204/SC;38405
Suboficial QSS BSP;José Carlos Rafael dos Santos;1057/SCC;31401
Primeiro-Sargento QSS BMA;José Carlos Rago Andurand;182/SCGC;42053
Suboficial QSS BET;José Carlos Ramos;113/SCC;36584
Cabo QCB SAD;José Carlos Ribeiro de Lima;160/SCC;34409
Suboficial QSS BMB;José Carlos Ribeiro Silveira;141/SC;37306
Suboficial QSS BEP;José Carlos Rocha Silva;247/SC;38782
Terceiro-Sargento QSS BFT;José Carlos Rodrigues Araújo;193/SCC;34750
Suboficial QSS BCO;José Carlos Rosa;968-A/SCC;33221
Suboficial QSS SDE;José Carlos Roseira Cardoso;1057/SCC;31401
Suboficial QSS SEL;José Carlos Sanchez;193/SCC;34750
Primeiro-Sargento QSS SEF;José Carlos Sant'Anna;116/SCC;30701
Primeiro-Sargento QSS SEM;José Carlos Silva Couto;931/SCC;32854
Terceiro-Sargento QESA SAD;José Carlos Silva Ferreira;98/SCC;35844
Suboficial QSS BET;José Carlos Soares Clemente;870/SCC;33592
Suboficial QSS BMA;José Carlos Soares dos Santos;870/SCC;33592
Suboficial QSS SML;José Carlos Steck;193/SCC;34750
Suboficial QSS BEI;José Carlos Tadeu de Almeida Lima;98/SCC;35844
Suboficial QSS BMA;José Carlos Tavares Lima;106/SC;39134
Suboficial QSS BMA;José Carlos Teixeira;100/SCC;35481
Suboficial QSS BSP;José Carlos Teixeira da Silva;113/SCC;36584
Primeiro-Sargento QSS BMA;José Carlos Teixeira de Godoi;160/SCC;34409
Cabo QCB SAD;José Carlos Teixeira dos Santos;113/SC;36944
Senhor;José Carlos Versolato;086/SCC;30336
Suboficial QSS BET;José Carlos Victor de Carvalho;98/SCC;35844
Suboficial QSS BMA;José Carlos Viega Mouta;193/SCC;34750
Primeiro-Sargento QSS BSP;José Carlos Vieira;841/SCC;32478
Senhor;José Carlos Vieira;160/SCC;34409
Senhor;José Carlos Werutski;086/SCC;30336
Senhor;José Carvalho dos Santos Afilhado;047/SCC;29606
Senhor;José Cecim Rassy;092/SCC;29971
Primeiro-Sargento QSS BMA;José Célio dos Santos;968-A/SCC;33221
Suboficial QSS SEF;Jose Celio Roberto Alves;870/SCC;33592
Taifeiro-Mor QTA TAR;José Celito da Silva;1813/SCC;31036
Suboficial QSS BMT;José Celso de Faria Lopes;048/SCC;35082
Suboficial QSS BFT;José César Gonçalves de Oliveira;202/SC;38035
Terceiro-Sargento QSS SAD;José Cézar de Oliveira;968-A/SCC;33221
Senhor;José Chaves Ferreira;047/SCC;29606
Suboficial QSS SAD;Jose Cicero Florencio de Araujo;870/SCC;33592
Capitão;José Cícero Rocha de Almeida;100/SCC;35481
Suboficial BMA;José Claudemildo de Carvalho Alves;80/SC;39504
Cabo QCB SAD;José Claudinei Gonçalves;106/SC;39134
Suboficial QSS BEP;José Cláudio Cruz da Silva;113/SC;36944
Suboficial QSS SEF;José Claudio Dalio de Albuquerque;58/SC;40953
Suboficial QSS SAD;José Cláudio de Lima Rocha;204/SC;38405
Suboficial QSS BCO;José Cláudio de Oliveira;204/SC;38405
Suboficial QSS SAD;José Claudio de Oliveira Cordeiro;106/SC;39134
Suboficial QSS BEI;José Claudio de Rezende Trigo;107/SC;39869
Suboficial QSS SAD;José Cláudio dos Santos Nascimento;106/SC;39134
Terceiro-Sargento QTA TAR;José Cláudio Ferrão;161/SC;37673
Senhor;José Cláudio Figueiredo Ventura;091/SCC;29240
Suboficial QSS BET;José Claudio Gasparetto;193/SCC;34750
Primeiro-Sargento QSS SEF;José Cláudio Henrique;1813/SCC;31036
Segundo-Sargento QSS SGS;José Cláudio Marcondes Paiva;968-A/SCC;33221
Primeiro-Sargento QSS SEL;José Cláudio Souza dos Santos;113/SC;36944
Terceiro-Sargento QESA SEM;José Claudio Vasconcellos de Aguiar;870/SCC;33592
Suboficial QSS BCT;José Clemente Junior;189/SC;41312
Suboficial QSS BET;José Clóvis Oliveira da Silva;113/SC;36944
Suboficial QSS BMT;José Coelho Rodrigues;161/SC;37673
Suboficial QSS BCT;José Cordeiro Arruda;160/SCC;34409
Suboficial QSS BEI;José Cordeiro de Oliveira;1813/SCC;31036
Senhor;José Correa de Menezes;086/SCC;30336
Primeiro-Sargento QSS SAD;José Correia da Fonseca;193/SCC;34750
Primeiro-Sargento QSS SAD;José Correia de Melo Filho;1194/SCC;31761
Senhor;José Correia do Nascimento;968-A/SCC;33221
Suboficial QSS SGS;José Cosme Ferreira;161/SC;37673
Suboficial QSS BMB;José Costa;161/SC;37673
Suboficial QSS BMA;José Crescêncio do Carmo;931/SCC;32854
Suboficial QSS BCO;José Crispim da Rocha;048/SCC;35082
Suboficial QSS BCT;José Custódio da Silva;047/SCC;29606
Segundo-Sargento QTA TAR;José Czarnik;141/SC;37306
Segundo-Sargento QSS SGS;José da Conceição Gil;189/SC;41312
Suboficial QSS SAD;José da Costa Coelho;1194/SCC;31761
Suboficial QSS BEP;Jose da Costa de Souza;100/SCC;35481
Suboficial QSS BMA;José da Rocha Melo;092/SCC;29971
Senhor;José da Silva;160/SCC;34409
Suboficial QSS SEM;José da Silva Cardoso;931/SCC;32854
Suboficial (AV-MV);José da Silva Gomes;80/SC;39504
Suboficial QSS BET;José da Silva Maia;931/SCC;32854
Suboficial QSS BSP;José da Silva Nunes;968-A/SCC;33221
Suboficial QSS BMB;José da Silva Viana;113/SCC;36584
Senhor;José Damião da Silva;1813/SCC;31036
Terceiro-Sargento QTA TAR;José Daniel de Souza;202/SC;38035
Primeiro-Sargento QSS SGS;José Dantas da Silva Filho;051/SCC;34026
Taifeiro-Mor QTA TBA;José David de Assis;160/SCC;34409
Senhor;José de Andrade;092/SCC;29971
Taifeiro-Mor QTA TAR;Jose de Andrade Machado;870/SCC;33592
Primeiro-Sargento QSS BET;José de Arimatea da Silva;130/SCGC;41673
Cabo QCB BCO;José de Arimatéa Nascimento;90/SCC;36213
Terceiro-Sargento QTA TAR;José de Arimatea Rocha;247/SC;38782
Suboficial QSS BMB;José de Arimatéa Silva;160/SCC;34409
Senhor;José de Arimatéia da Costa Dourado;841/SCC;32478
Terceiro-Sargento QSS SAD;José de Arimateia da Silva Cândido;113/SCC;36584
Suboficial (AV-SV);José de Arimatéia Gonzaga de Almeida;107/SC;39869
Suboficial QSS BET;José de Assis Correa Filho;051/SCC;34026
Suboficial QSS SML;José de Assis Ferraz Freire;58/SC;40953
Suboficial QSS SML;José de Azevedo Cavalcanti;870/SCC;33592
Suboficial QSS BMA;José de Barros Padilha;1057/SCC;31401
Cabo QCB SGS;José de Carvalho Mathias;160/SCC;34409
Primeiro-Tenente QOEA;José de França;1057/SCC;31401
Senhor;José de Jesus Rodrigues;202/SC;38035
Cabo QCB SAD;José de Jesus Santana Leal;189/SC;41312
Primeiro-Tenente QOEA;José de Lima;841/SCC;32478
Primeiro-Sargento QSS SEL;José de Lima;160/SCC;34409
Subtenente de Engenharia;José de Moirene Fernandes Batista;10/SCGC;43475
Senhor;Jose de Oliveira Ferreira;29/SCGC;29/01/2016
Suboficial QSS BMA;José de Oliveira Filho;968-A/SCC;33221
Cabo QCB SEF;José de Oliveira Neto;58/SC;40953
Suboficial QSS SML;José de Ribamar Alves da Silva;091/SCC;29240
Suboficial QSS BSP;José de Ribamar Lisbôa Júnior;113/SCC;36584
Senhor;José de Ribamar Martins Dias;182/SCGC;42053
Terceiro-Sargento QTA TAR;José de Sousa Filho;204/SC;38405
Primeiro-Sargento QSS BMT;José de Sousa Filho;182/SCGC;42053
Suboficial QSS BCO;José de Sousa Vicente;107/SC;39869
Primeiro-Sargento QSS SMU;José de Souza;1057/SCC;31401
Suboficial QSS SEL;José de Souza;116/SCC;30701
Suboficial QSS BEI;José de Souza Ferraz;870/SCC;33592
Senhor;José de Souza Neto;841/SCC;32478
Senhor;José de Souza Pennafort Neto;107/SC;40234
Taifeiro de Primeira Classe QTA TAR;José de Souza Pinto;968-A/SCC;33221
Terceiro-Sargento QESA SGS;José Devaldo de Oliveira Filho;204/SC;38405
Cabo QCB BSP;José Dias da Silva;091/SCC;29240
Suboficial SAD;José Dias dos Santos;107/SC;40234
Cabo QCB SEM;José Dias Sobrinho;160/SCC;34409
Suboficial TBA ;José Dimas Lopes;160/SCC;34409
Senhor;José Diogo de Oliveira;1194/SCC;31761
Suboficial QSS BMA;José Djacir Ferreira Gomes;086/SCC;30336
Suboficial QSS BCT;José do Nascimento;047/SCC;29606
Terceiro-Sargento QC (VA);José do Nascimento;047/SCC;29606
Suboficial QSS SGS;José do Prado;931/SCC;32854
Suboficial QSS BEP;José do Rosário de Oliveira Domingos;247/SC;38782
Suboficial QSS BEI;José Domício Santos;051/SCC;34026
Sargento;Jose Domingo Ayala Ruiz Diaz (Paraguai);2/SCGC;43836
Suboficial QSS BCO;José Domingos Guimarães e Sousa;870/SCC;33592
Cabo QCB SGS;Jose Domingos Leite;870/SCC;33592
Capitão QOEA;José Domingos Raymundo Di Loreto Júnior;113/SC;36944
Primeiro-Sargento QSS BMA;José Donizeti da Silva;193/SCC;34750
Suboficial QSS SML;José Donizeti de Oliveira Motta;160/SCC;34409
Cabo QCB SAD;José Donizetti de Morais;113/SC;36944
Senhor;José Donizetti Rosa;90/SCC;36213
Suboficial QSS SEF;José Dordron;870/SCC;33592
Suboficial QSS BCO;José dos Santos;1172/SCC;32126
Terceiro-Sargento QSS BCO;José dos Santos Dias;90/SCC;36213
Senhor;Jose dos Santos Fonseca;29/SCGC;29/01/2016
Suboficial QSS BCO;José dos Santos Melo;106/SC;39134
Segundo-Sargento TAR;José dos Santos Rodrigues de Jesus;81/SC;40581
Primeiro-Tenente;José dos Santos Telles;193/SCC;34750
Segundo-Sargento QSS BMA;José Ederson de Castro Araújo;106/SC;39134
Cabo QCB SAD;José Edilson dos Santos;81/SC;40581
Primeiro-Sargento QSS BMA;José Edilson Nunes;086/SCC;30336
Suboficial (AV-RV);José Edilson Ramos Teodório;204/SC;38405
Senhor;José Edimar de Paula;106/SC;39134
Suboficial BEP;José Edirlei Figueira;81/SC;40581
Segundo-Sargento QSS SAD;José Edmilson Andrade de Lima;160/SCC;34409
Suboficial QSS BMA;José Edmundo de Paula;98/SCC;35844
Primeiro-Sargento QSS SGS;José Ednaldo de Almeida;051/SCC;34026
Suboficial QSS BEI;José Ednaldo Felix da Silva;80/SC;39504
Primeiro-Sargento QSS STO;José Edson Agostinho;189/SC;41312
Senhor;José Edson Batista de Oliveira;182/SCGC;42053
Suboficial QSS BCO;José Édson Minervino;90/SCC;36213
Suboficial QSS BMA;José Edson Monteiro Amâncio;193/SCC;34750
Primeiro-Sargento QSS SEF;José Edson Nascimento Rodrigues;1.659/SCGC;42725
Segundo-Sargento QTA TAR;José Edson Oliveira da Silva;113/SC;36944
Segundo-Sargento QSS SGS;José Eduardo Balbino de Sá;100/SCC;35481
Taifeiro-Mor QTA TBA;José Eduardo Cardoso dos Santos;968-A/SCC;33221
Suboficial QSS SAD;José Eduardo da Costa Tavares;141/SC;37306
Primeiro-Tenente QOEA;José Eduardo da Rocha Leite;1813/SCC;31036
Terceiro-Sargento QESA SAD;José Eduardo de Souza;113/SCC;36584
Primeiro-Sargento QSS SEL;José Eduardo dos Santos Sales;10/SCGC;43475
Subtenente de Infantaria;Jose Eduardo Fabres de Jesus;58/SC;40953
Segundo-Sargento SGS;José Eduardo Ferreira Torres;81/SC;40581
Subtenente de Comunicações;José Eduardo Garcia;29/SCGC;29/01/2016
Suboficial QSS SGS;José Eduardo Moraes Pereira;160/SCC;34409
Suboficial QSS BET;José Eduardo Queiroz Mota;189/SC;41312
Suboficial QSS BEI;José Edvaldo Moraes Rodrigues;193/SCC;34750
Senhor;José Elias de Melo;141/SC;37306
Taifeiro de Primeira Classe QTA TAR;José Elias Filho;1172/SCC;32126
Suboficial QSS BCO;José Elimar Silveira de Araújo;931/SCC;32854
Primeiro-Sargento SGS;José Elivão Mendonça Faustino;19/SCGC;44207
Senhor;José Emilio Esteves Lima;141/SC;37306
Terceiro-Sargento QSS SAD;José Emílio Pereira Sobrinho;1813/SCC;31036
Suboficial QSS BCO;José Emílio Zuse;141/SC;37306
Primeiro-Sargento BMT;José Epaminondas de Oliveira;81/SC;40581
Suboficial QSS BMA;José Eraldo Teixeira da Silva;58/SC;40953
Segundo-Sargento QSS SAD;José Ernande Annibal;048/SCC;35082
Suboficial QSS BMA;José Ernani Rodrigues Filho;1172/SCC;32126
Suboficial QSS SAD;José Espedito Germini Bazilio;870/SCC;33592
Suboficial (ES);José Espiridião Moreira;80/SC;39504
Suboficial QSS SEL;José Estevão Santos Sobrinho;161/SC;37673
Suboficial QSS BMA;José Esteves de Assunção;1813/SCC;31036
Suboficial QSS BMB;José Esteves Torres;047/SCC;29606
Senhor;José Eufrosino Garcia;100/SCC;35481
Primeiro-Sargento QSS BMA;José Eustáquio Conegundes;092/SCC;29971
Suboficial QSS BCO;José Eustáquio de Paiva;841/SCC;32478
Suboficial QSS SEF;José Eustáquio Marques;116/SCC;30701
Suboficial QSS BMA;José Euzébio Filho;202/SC;38035
Suboficial QSS BET;José Evandro Honório da Costa;130/SCGC;41673
Suboficial BMA;José Evanio Rabelo Maia;80/SC;39504
Suboficial QSS SAD;José Everaldo de Souza;1057/SCC;31401
Cabo QCB SEM;José Everaldo Ribeiro;90/SCC;36213
Capitão;José Evilasio Barros;048/SCC;35082
Suboficial QSS BSP;José Expedito Oliveira Ribeiro;204/SC;38405
Suboficial QSS BMA;José Ezequiel Sobrinho;051/SCC;34026
Terceiro-Sargento QC (VA);José Farias de Souza;091/SCC;29240
Senhor;José Farias Sobrinho;092/SCC;29971
Senhor;José Feliciano Santos Ferreira;931/SCC;32854
Terceiro-Sargento QSS SAR;José Felipe dos Santos Filho;160/SCC;34409
Segundo-Sargento QSS BMA;José Felipe Ferreira;086/SCC;30336
Senhor;José Felippe;1172/SCC;32126
Senhor;José Félix de Souza;086/SCC;30336
Suboficial QSS BCT;José Felix Gasiglia de Souza;113/SC;36944
Suboficial QSS BET;José Félix Pessanha;113/SC;36944
Taifeiro de Primeira Classe QTA TCO;José Fernandes;110/SCC;29248
Suboficial QSS BEP;José Fernandes de Araújo;841/SCC;32478
Suboficial QTA TAR;José Fernandes dos Santos;10/SCGC;43475
Primeiro-Sargento QSS SAD;José Fernandes Martins Pereira;048/SCC;35082
Cabo QCB SGS;José Fernando da Silva;193/SCC;34750
Senhor;José Fernando da Silva;160/SCC;34409
Suboficial (MR);Jose Fernando de Brito;81/SC;40581
Primeiro-Tenente QOEA;José Fernando de Oliveira;931/SCC;32854
Suboficial QSS BMA;José Fernando Madalena;048/SCC;35082
Segundo-Tenente QOEA;José Fernando Martins Carneiro;1057/SCC;31401
Senhor;José Fernando Pereira Cabral;051/SCC;34026
Primeiro-Sargento QSS SAD;José Fernando Possebon;931/SCC;32854
Segundo-Sargento SAD;José Fernando Veras de Moraes;80/SC;39504
Suboficial QSS BET;José Ferraz da Silva Filho;141/SC;37306
Suboficial QSS BSP;José Ferreira Alacoque Silva;931/SCC;32854
Soldado de Primeira Classe;José Ferreira da Silva;051/SCC;34026
Suboficial QSS SOB;José Ferreira das Neves;204/SC;38405
Suboficial QSS BMA;José Ferreira Glória Filho;202/SC;38035
Primeiro-Sargento QSS BCO;José Ferreira Gomes;841/SCC;32478
Senhor;José Fidelis de Andrade;047/SCC;29606
Suboficial QSS BEP;José Figueira de Freitas Filho;091/SCC;29240
Primeiro-Sargento QSS SAD;José Figueira de Mendonça;047/SCC;29606
Primeiro-Sargento QSS SGS;Jose Figueiredo da Silva;870/SCC;33592
Primeiro-Tenente QOESUP;José Figueiredo Ribeiro;141/SC;37306
Suboficial QSS SAD;José Filgueiras Bastos;160/SCC;34409
Primeiro-Sargento QSS SAD;José Firmino Mascarenhas Filho;092/SCC;29971
Capitão QOEA SVA ;José Flávio de Castro Fernandes;98/SCC;35844
Primeiro-Sargento QSS SEF;José Flávio de Souza Oliveira;968-A/SCC;33221
Primeiro-Sargento QSS SEL;José Flávio Turra de Aquino;182/SCGC;42053
Primeiro-Sargento QSS BSP;José Floriano Tinoco de Oliveira;1057/SCC;31401
Primeiro-Sargento QSS SEF;José Fonseca Pinheiro;1194/SCC;31761
Senhor;José Francisco;1057/SCC;31401
Suboficial QSS BMA;José Francisco Alves;98/SCC;35844
Terceiro-Sargento QESA SAD;José Francisco da Costa;113/SC;36944
Senhor;José Francisco da Paixão;968-A/SCC;33221
Taifeiro-Mor QTA TAR;José Francisco da Silva;048/SCC;35082
Senhor;José Francisco da Silva;58/SC;40953
Suboficial QSS SAD;José Francisco de Almeida Paiva;160/SCC;34409
Suboficial QSS BET;José Francisco de Oliveira;90/SCC;36213
Segundo-Sargento TCO;José Francisco de Siqueira;107/SC;40234
Suboficial QSS BMA;José Francisco Dias;1194/SCC;31761
Suboficial QSS BSP;José Francisco dos Santos;98/SCC;35844
Suboficial QSS SDE;José Francisco Filho;1194/SCC;31761
Suboficial QSS BSP;José Francisco Galli Manso;1172/SCC;32126
Capitão;José Francisco Gonçalves;160/SCC;34409
Suboficial QSS BEI;José Francisco Gonçalves Uchoas;247/SC;38782
Segundo-Tenente QOEA;José Francisco Lessa;1057/SCC;31401
Suboficial QSS SEM;José Francisco Maschke;98/SCC;35844
Senhor;José Francisco Moy;092/SCC;29971
Taifeiro-Mor QTA TBA;José Francisco Silva;047/SCC;29606
Suboficial QSS SMU;Jose Franco;870/SCC;33592
Senhor;José Freire de Andrade;931/SCC;32854
Suboficial (FN-ES);José Galba Alves;58/SC;40953
Suboficial QSS BMT;José Ganganeli de Abreu Coutinho;160/SCC;34409
Primeiro-Sargento QSS BCO;José Gaudêncio Gindro;1813/SCC;31036
Suboficial QSS SAD;José Geraldo Aganete;1172/SCC;32126
Suboficial QSS SMU;José Geraldo Almeida Vale;051/SCC;34026
Suboficial QSS BMA;José Geraldo Antunes de Oliveira;841/SCC;32478
Suboficial QSS SAD;José Geraldo da Silva;1172/SCC;32126
Terceiro-Sargento BSP;José Geraldo da Silva Filho;81/SC;40581
Terceiro-Sargento SEM;José Geraldo Gonçalves de Lima;81/SC;40581
Senhor;José Geraldo Machado;968-A/SCC;33221
Capitão QOEA SVA;José Geraldo Soares da Fonseca;141/SC;37306
Suboficial QSS SOB;José Gerardo Freire de Sousa;100/SCC;35481
Suboficial QSS SEF;José Gerardo Pinto Gomes;160/SCC;34409
Suboficial QSS BMA;José Gilberto da Silva Moreira;1172/SCC;32126
Suboficial QSS BET;José Gilberto de Arruda;870/SCC;33592
Terceiro-Sargento QESA SGS;José Gilberto Luz;113/SCC;36584
Segundo-Sargento QE;José Givaldo Monteiro da Silva;2/SCGC;43836
Senhor;José Goes Guerra;091/SCC;29240
Taifeiro de Primeira Classe QTA TAR;José Gomes;968-A/SCC;33221
Senhor;José Gomes Coelho;931/SCC;32854
Primeiro-Sargento QSS SMU;José Gomes da Silva;086/SCC;30336
Primeiro-Tenente;José Gomes de Lima;161/SC;37673
Capitão QOEA;José Gonçalves Augusto;092/SCC;29971
Segundo-Sargento QTA TAR;José Gonçalves de Oliveira;107/SC;39869
Senhor;José Gonçalves dos Reis;113/SCC;36584
Suboficial QSS BMA;José Gonçalves dos Santos;968-A/SCC;33221
Senhor;Jose Gonçalves dos Santos II;870/SCC;33592
Senhor;José Gonçalves Moreira;141/SC;37306
Suboficial QSS BEP;José Gonçalves Ortega;086/SCC;30336
Taifeiro-Mor QTA TAR;José Gravina de Oliveira;113/SCC;36584
Suboficial SGS;José Guardião Bezerra Neto;81/SC;40581
Suboficial QSS BMB;José Guilherme Martins Vieira;189/SC;41312
Primeiro-Sargento QSS BMA;José Guilherme Passos Grieco;182/SCGC;42053
Primeiro-Tenente QOEA ;José Guilherme Pereira Fígaro;161/SC;37673
Primeiro-Sargento QSS SAD;José Hamilton da Costa;1172/SCC;32126
Taifeiro-Mor QTA TCO;José Hamilton Limeira Ferreira;160/SCC;34409
Suboficial QSS BMA;José Haroldo Cavalcante de Moraes;051/SCC;34026
Suboficial QSS BCT;José Haroldo de Carvalho;202/SC;38035
Taifeiro-Mor QTA TAR;José Haroldo Marques;98/SCC;35844
Primeiro-Sargento QSS BSP;José Haroldo Pereira da Silva;193/SCC;34750
Suboficial QSS BMA;José Harrison Martins da Silva;113/SCC;36584
Terceiro-Sargento QESA BMA;José Heitor de Freitas;106/SC;39134
Suboficial;José Heitor de Resende;107/SC;39869
Suboficial QSS SEF;José Heli Bezerra Para;107/SC;40234
Segundo-Sargento QTA TCO;José Henrique Coutinho;107/SC;39869
Suboficial QSS BSP;José Henrique da Silva;202/SC;38035
Suboficial QSS BET;José Henrique da Silva;247/SC;38782
Terceiro-Sargento QSS SGS;José Henrique da Silva Neto;189/SC;41312
Suboficial QSS SAD;José Henrique de Souza Gusmão;193/SCC;34750
Suboficial QSS SGS;José Henrique Lima da Silva;107/SC;39869
Cabo QCB SAD;José Henrique Matos dos Santos;113/SC;36944
Terceiro-Sargento QTA TAR;José Henrique Oliveira de Souza;113/SCC;36584
Senhor;José Henrique Santos Silva;189/SC;41312
Suboficial QSS SML;José Henrique Tonze;141/SC;37306
Suboficial ;José Heraboan Rodrigues de Almeida;247/SC;38782
Primeiro-Sargento QSS SAD;José Hermênio de Albuquerque;047/SCC;29606
Primeiro-Sargento QSS SAD;José Hermínio Muniz;1057/SCC;31401
Suboficial QSS BMA;José Higino de Souza;047/SCC;29606
Primeiro-Sargento QSS BET;José Hilário Rodrigues;1813/SCC;31036
Suboficial QSS BCO;José Hoir da Silva e Souza;116/SCC;30701
Suboficial QSS BMA;José Homem da Costa Junior;189/SC;41312
Suboficial QSS BMA;José Honorato da Silva;247/SC;38782
Primeiro-Sargento QSS BMA;José Honório Costa;90/SCC;36213
Suboficial QSS BEV;José Horta Procópio;1172/SCC;32126
Suboficial QSS BMA;José Humberto Camilo;968-A/SCC;33221
Suboficial QSS BCO;José Humberto Correia;1057/SCC;31401
Suboficial QSS BMA;José Idílio Alexandre de Souza;202/SC;38035
Suboficial QSS BMA;José Igidio Martins Ferreira;160/SCC;34409
Suboficial QSS BCO;José Igino Afonso da Silva Bessa;051/SCC;34026
Suboficial QSS SEM;José Inácio da Silva;1057/SCC;31401
Suboficial QSS SAD;José Inácio de Carvalho;841/SCC;32478
Suboficial QSS BCT;José Inácio Farias Costa;90/SCC;36213
Suboficial QSS SEM;José Iodalto Santa Izabel;1057/SCC;31401
Segundo-Tenente QOEA;José Irênio de Albuquerque Filho;1813/SCC;31036
Terceiro-Sargento QSS STA;José Ismael de Vasconcelos;051/SCC;34026
Suboficial QSS SEM;José Ismar Rocha Barroso;193/SCC;34750
Terceiro-Sargento QESA SAD;José Israel de Sousa Santos;113/SC;36944
Senhor;José Ivan Dias;1172/SCC;32126
Suboficial QSS SPV;José Ivan Gurgel;189/SC;41312
Suboficial QSS SAD;José Ivan Ribeiro Júnior;247/SC;38782
Suboficial QSS BMA;José Ivan Rodrigues;130/SCGC;41673
Suboficial QSS BEP;José Ivanildo Gomes Marques;100/SCC;35481
Senhor;José Ivo de Farias;092/SCC;29971
Senhor;José Izabel Bernardes;182/SCGC;42053
Senhor;José Izidoro Pereira;931/SCC;32854
Suboficial QSS BMA;José Jacinto da Silva Filho;1057/SCC;31401
Suboficial QSS BEI;José Jackson Guerreiro Lima;1194/SCC;31761
Segundo-Sargento SAD;José Jadilson Batista;81/SC;40581
Primeiro-Sargento de Comunicações;José Jaime Osinski Kossoski;247/SC;38782
Suboficial QSS BSP;José Jamison Silva Barros;048/SCC;35082
Primeiro-Sargento QSS SEF;José Januário Filho;931/SCC;32854
Primeiro-Sargento QSS BCO;José Javas da Silva Vasconcelos;086/SCC;30336
Senhor;José Jesuíno da Silva;086/SCC;30336
Senhor;José Jesus da Lapa Ribeiro;1813/SCC;31036
Segundo-Sargento QSS SEF;José Joaci Barcellos Da Silva;1.659/SCGC;42725
Terceiro-Sargento QC (FI);José João de Aguiar;047/SCC;29606
Terceiro-Sargento QESA SEM;José Joaquim Magalhães;247/SC;38782
Primeiro-Sargento QSS SAD;José Joaquim Serra;113/SCC;36584
Suboficial QSS BSP;José Joel Correa da Silva;247/SC;38782
Suboficial QSS SEM;José Jorge Azevedo da Silva;160/SCC;34409
Cabo QCB BMA;José Jorge Cláudio Hartmann;160/SCC;34409
Suboficial (MA);José Jorge da Silva;106/SC;39134
Senhor;José Jorge de Oliveira;048/SCC;35082
Suboficial QSS SAD;José Jorge dos Santos;092/SCC;29971
Suboficial QSS SAD;José Jorge dos Santos II;1813/SCC;31036
Terceiro-Sargento QTA TAR;José Jorge Fernandes;202/SC;38035
Suboficial QSS SAD;José Jorge Lazzarini;107/SC;39869
Suboficial QSS BMA;José Jorge Rocha Barrozo;160/SCC;34409
Suboficial QSS SAD;José Joseildo Pinto;113/SCC;36584
Senhor;José Julio Pereira de Araujo;80/SC;39504
Segundo-Sargento QSS BET;José Junemberg Da Silva;1.659/SCGC;42725
Suboficial QSS BMT;José Jurandi de Souza;086/SCC;30336
Cabo QCB SGS;José Jussiê de Souza;870/SCC;33592
