QUALIFICAÇÃO;NOME;PORTARIA;DATA
Suboficial QSS SGS;Agnaldo Ferreira Pinto Cabral;90/SCC;36213
Suboficial QSS BMT;Agnaldo Gonçalo Netto Júnior;113/SC;36944
Suboficial QSS SMU;Agnaldo Lopes Gomes;193/SCC;34750
Primeiro-Sargento QSS SDE;Agnaldo Pantoja da Graca;10/SCGC;43475
Suboficial QSS BMA;Agnaldo Pimenta Gonçalves;189/SC;41312
Cabo QCB SAD;Agnaldo Ribeiro da Silva;113/SCC;36584
Terceiro-Sargento QESA SAD;Agnaldo Timóteo Caraça;130/SCGC;41673
Senhor;Agostinho Costa;091/SCC;29240
Senhor;Agostinho de Lessa;841/SCC;32478
Suboficial QSS SEL;Agostinho do Espírito Santo Freire de Alencar;086/SCC;30336
Primeiro-Sargento de Material Bélico;Agostinho Florentino da Silva Fernandes;182/SCGC;42053
Primeiro-Tenente QOEA;Agostinho José da Silva;116/SCC;30701
Suboficial QSS SMU;Agostinho Laureano Pereira Filho;968-A/SCC;33221
Suboficial QSS BET;Agostinho Pereira da Cruz;051/SCC;34026
Senhor;Agostinho Pires de Mendonça;931/SCC;32854
Senhor;Agostinho Reis Filho;841/SCC;32478
Capitão QOEA;Agostinho Ribeiro;1172/SCC;32126
Suboficial QSS BMA;Agostinho Sérvolo Rodrigues da Rocha;1172/SCC;32126
Suboficial QSS SGS;Agostinho Tavares Serrão;870/SCC;33592
Primeiro-Sargento QSS BET;Aguinaldo Brazil da Motta;116/SCC;30701
Capitão QOEA ANV;Aguinaldo da Silva Carneiro;113/SCC;36584
Suboficial QSS SML;Aguinaldo de Araújo;116/SCC;30701
Primeiro-Sargento BCO;Aguinaldo Félix de Souza;81/SC;40581
Suboficial QSS SGS;Aguinaldo Graf;1813/SCC;31036
Cabo QCB SEM;Aguinaldo José Pereira;204/SC;38405
Terceiro-Sargento QSS SIN;Aguinaldo Nobrega Sousa;189/SC;41312
Segundo-Sargento QSS SAD;Aguinaldo Pedro Vieira;113/SC;36944
Cabo QCB SEL;Aguinaldo Tavares;141/SC;37306
Senhora;Aida Fontoura Viana Lopes;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Aidano da Silva Junior;189/SC;41312
Senhora;Aidê de Almeida Castro Motta;931/SCC;32854
Senhor;Ailor Jacob Dallacosta;80/SC;39504
Cabo QCB SAD;Ailson Filomeno do Livramento;870/SCC;33592
Primeiro-Sargento QSS BCO;Aílson Roberto Sanches;1172/SCC;32126
Suboficial QSS BMB;Ailson Rocha Campos;161/SC;37673
Cabo QCB SEM;Ailson Sarto Mendes;90/SCC;36213
Suboficial SEL;Ailson Vieira dos Santos;81/SC;40581
Suboficial QSS SAD;Ailton Afonso dos Santos;051/SCC;34026
Suboficial QSS BEI;Ailton Alves;048/SCC;35082
Primeiro-Sargento QSS SAD;Ailton Alves do Prado;106/SC;39134
Primeiro-Sargento QSS BCO;Aílton Araújo Pinto;086/SCC;30336
Suboficial QSS BCO;Aílton Baptista;051/SCC;34026
Cabo QCB SGS;Ailton Bernardo;160/SCC;34409
Terceiro-Sargento SOB;Ailton Bernardo do Nascimento;80/SC;39504
Suboficial SMU;Ailton Bispo de Oliveira Pacheco;19/SCGC;44207
Terceiro-Sargento R/1;Ailton Bomfim;58/SC;40953
Suboficial QSS SGS;Aílton Carlos da Rocha;116/SCC;30701
Terceiro-Sargento QESA SGS;Ailton Carlos da Silva Araujo;106/SC;39134
Suboficial QSS BFT;Aílton Cesar da Silva;113/SCC;36584
Terceiro-Sargento QSS SEF;Ailton de Brito;160/SCC;34409
Suboficial QSS BEI;Ailton Drumond dos Santos;204/SC;38405
Suboficial QSS BET;Ailton Farias;086/SCC;30336
Cabo QCB SAD;Aílton Ferreira Ramos;086/SCC;30336
Suboficial QSS SMU;Aílton Geraldo da Silva;202/SC;38035
Suboficial QSS SAD;Aílton Gomes Duarte;160/SCC;34409
Suboficial QSS SML;Aílton Gonçalves Costa;047/SCC;29606
Suboficial QSS SGS;Aílton José do Carmo;047/SCC;29606
Suboficial QSS BEI;Aílton José Toscano de Britto;968-A/SCC;33221
Terceiro-Sargento QSS BET;Ailton Oliveira dos Santos;130/SCGC;41673
Segundo-Sargento QTA TAR;Ailton Onibeni Silva;161/SC;37673
Primeiro-Sargento QSS BEV;Aílton Pereira Magalhães;931/SCC;32854
Suboficial SGS;Ailton Quirino da Silva;19/SCGC;44207
Primeiro-Sargento QSS BET;Ailton Rafael de Vasconcelos;29/SCGC;29/01/2016
Primeiro-Sargento QSS SEL;Ailton Sales Sá Filho;160/SCC;34409
Segundo-Sargento SGS;Ailton Sergio Pereira;80/SC;39504
Primeiro-Tenente QOEA;Aílton Tavares de Lira;1813/SCC;31036
Suboficial QSS SMU;Aini Ferreira de Sant'Anna;1057/SCC;31401
Suboficial QSS BEP;Aires Coimbra de Barros;204/SC;38405
Suboficial QSS BMA;Aires da Silva Reis;113/SCC;36584
Segundo-Sargento QSS SAD;Airton Antonio Sacchi;193/SCC;34750
Suboficial QSS BMA;Airton da Rosa;870/SCC;33592
Suboficial QSS BMA;Airton de Lima Silvestre;204/SC;38405
Suboficial QSS SAD;Aírton de Oliveira;086/SCC;30336
Suboficial QSS SAD;Aírton de Oliveira;841/SCC;32478
Suboficial QSS SAD;Airton Ezio Pinheiro;189/SC;41312
Senhor;Airton Garcia Galvão;81/SC;40581
Suboficial QSS SAD;Airton Jordão da Costa;160/SCC;34409
Primeiro-Sargento QSS SAD;Aírton Klann;931/SCC;32854
Senhor;Aírton Pereira da Silva;051/SCC;34026
Primeiro-Sargento QSS SEL;Airton Pes Do Amaral;1.659/SCGC;42725
Cabo QCB SAD;Airton Rodrigues Cartaxo;160/SCC;34409
Suboficial QSS BEP;Ajalma José Martins;048/SCC;35082
Senhor;Alacyr de Paula Barreto;091/SCC;29240
Subtenente de Cavalaria;Aladio Alves Da Cruz Junior;1.659/SCGC;42725
Taifeiro-Mor QTA TCO;Alaide Carvalho;1813/SCC;31036
Senhora;Alaide das Neves Izidoro;100/SCC;35481
Suboficial QSS SAD;Alailson Chagas Fernandes;092/SCC;29971
Segundo-Sargento QSS BMA;Alair Ferraz;1813/SCC;31036
Primeiro-Sargento QSS BCO;Alair Pinheiro Pereira;29/SCGC;29/01/2016
Cabo SEM;Alan Alves Araujo;6/SCGC;43108
Primeiro-Sargento BET;Alan Aquino de Castro Junior;19/SCGC;44207
Cabo QCB SGS;Alan Barboza Cunha;106/SC;39134
Segundo-Sargento QTA TAR;Alan de Oliveira Felix;2/SCGC;43836
Senhor;Alan Dealis Bilhéo;6/SCGC;43108
Suboficial BCO;Alan Gabriel de Campos;81/SC;40581
Segundo-Sargento QTA TAR;Alan José de Amorim;6/SCGC;43108
Suboficial QSS BSP;Alan Kardec Lopes da Silva;1057/SCC;31401
Primeiro-Sargento QSS SEM;Alan Kardec Reis Leal;1.659/SCGC;42725
Segundo-Sargento QSS SAD;Alan Kardek Souza e Souza;6/SCGC;43108
Primeiro-Sargento QSS BEI;Alan Martins Oliveira;10/SCGC;43475
Segundo-Sargento QSS SAD;Alan Ney de Moraes Dias;90/SCC;36213
Suboficial QSS SGS;Alan Paula da Luz;6/SCGC;43108
Terceiro-Sargento QSS SAD;Alan Pereira Marques Costa;130/SCGC;41673
Segundo-Sargento BSP;Alan Robson Lima Chaves;19/SCGC;44207
Terceiro-Sargento;Alan Rodrigues Carneiro;81/SC;40581
Suboficial QSS SML;Alano Vaz Alarcão;116/SCC;30701
Cabo QCB SGS;Alaor Antonio da Cunha;968-A/SCC;33221
Suboficial QSS SEM;Alaor Cordeiro;051/SCC;34026
Suboficial QSS BMA;Alaor Fernando Zilio;107/SC;39869
Primeiro-Sargento QSS SDE;Alawyr Wensley de Resende;189/SC;41312
Senhora;Alba Brandão da Silva;051/SCC;34026
Suboficial QFG SAD;Alba Fani Dill de Quadros de Matos;189/SC;41312
Senhora;Alba Niria Marques Do Nascimento;1.659/SCGC;42725
Suboficial QSS BMT;Albanir da Silva Oliveira;1057/SCC;31401
Terceiro-Sargento QC (DT);Albano Raymundo Leite;110/SCC;29248
Suboficial QSS BCO;Albano Ribeiro;98/SCC;35844
Primeiro-Sargento QSS BEP;Albenio Luiz Vieira de Medeiros;189/SC;41312
Suboficial QSS BSP;Alber James Furtado Miranda;98/SCC;35844
Primeiro-Tenente QOEA;Albérgio Alves Ribeiro;1194/SCC;31761
Segundo-Sargento QSS SAD;Alberí Espíndula;1057/SCC;31401
Segundo-Sargento SAD;Alberico Gomes dos Anjos;107/SC;40234
Terceiro-Sargento;Alberio Ribeiro de Lima;81/SC;40581
Suboficial QSS BMB;Alberoni Machado Filho;160/SCC;34409
Segundo-Sargento SAD;Albert Iglesia Correa dos Santos;80/SC;39504
Primeiro-Sargento QSS BFT;Albert Neubar Campos;2/SCGC;43836
Segundo-Sargento QTA TAR;Albert Vitorio Procopio;29/SCGC;29/01/2016
Senhora;Albertina de Miranda Batista;110/SCC;29248
Senhora;Albertina Viola da Silveira;091/SCC;29240
Suboficial QSS SAD;Albertino Ribeiro de Carvalho Filho;100/SCC;35481
Primeiro-Sargento QSS SAD;Alberto Batista de Paula Filho;160/SCC;34409
Suboficial QSS SAI;Alberto Benyhe;247/SC;38782
Terceiro-Sargento QSS SAD;Alberto Cristiano Oliveira Cristino;204/SC;38405
Senhor;Alberto da Cruz Lima;1172/SCC;32126
Suboficial QSS SMU;Alberto da Silva Gonçalves;58/SC;40953
Suboficial;Alberto Daniel Correa La Cruz (Uuguai);2/SCGC;43836
Suboficial QSS BMT;Alberto de Carvalho Gervazoni;189/SC;41312
Suboficial QSS BCO;Alberto de Melo Petrocchi;086/SCC;30336
Primeiro-Sargento QSS SAD;Alberto Diniz de Miranda;051/SCC;34026
Suboficial QSS BMA;Alberto dos Reis Casemiro;90/SCC;36213
Suboficial QSS BMT;Alberto Ely Silveira Silva;98/SCC;35844
Senhor;Alberto Fabiano da Cunha Britto;870/SCC;33592
Suboficial QSS BSP;Alberto Fernandes Moura;931/SCC;32854
Segundo-Tenente QOEA;Alberto Ferreira da Silva;968-A/SCC;33221
Suboficial QSS SAD;Alberto Firmino de Morais;247/SC;38782
Suboficial QSS SML;Alberto Flávio Lacorte;051/SCC;34026
Suboficial QSS BMA;Alberto Gomig;193/SCC;34750
Suboficial BMA;Alberto Inácio da Silva;19/SCGC;44207
Suboficial QSS BCT;Alberto Jorge Albuquerque Queiroz;051/SCC;34026
Suboficial QSS SAD;Alberto Jorge da Cunha Mendonça;931/SCC;32854
Primeiro-Sargento QSS BMA;Alberto Jorge da Silva;931/SCC;32854
Cabo QCB SAD;Alberto José Lima São João;051/SCC;34026
Suboficial QSS BMA;Alberto José Pinto Lima;247/SC;38782
Segundo-Sargento QSS SDE;Alberto Lima Coelho;106/SC;39134
Suboficial QSS BMA;Alberto Lins de Almeida;141/SC;37306
Primeiro-Sargento QSS SAD;Alberto Luís dos Santos;1194/SCC;31761
Suboficial QSS SEM;Alberto Luis Himmelspach Ribeiro;107/SC;39869
Suboficial QSS SOB;Alberto Luiz Araújo de Mendonça;870/SCC;33592
Suboficial QSS SGS;Alberto Marcio Gonçalves;182/SCGC;42053
Senhor;Alberto Martín Rodríguez;130/SCGC;41673
Suboficial BET;Alberto Massinger;81/SC;40581
Suboficial QSS BSP;Alberto Monteiro Alves;870/SCC;33592
Subtenente de Comunicações;Alberto Moreira Silva;2/SCGC;43836
Cabo QCB SGS;Alberto Ocroche;1813/SCC;31036
Taifeiro de Segunda Classe QTA TAR;Alberto Oliveira Barbosa;047/SCC;29606
Capitão QOEA SVE;Alberto Oliveira da Silva;141/SC;37306
Suboficial QSS SGS ;Alberto Pereira da Fonseca;98/SCC;35844
Cabo QCB SAD;Alberto Pereira de Jesus;80/SC;39504
Suboficial QSS SGS;Alberto Pio Gonçalves;091/SCC;29240
Senhor;Alberto Plácido Pinheiro Cavalcante;091/SCC;29240
Suboficial SAD;Alberto Ramos dos Santos;81/SC;40581
Cabo QCB SAD;Alberto Reis Pereira;968-A/SCC;33221
Senhor;Alberto Saccour;086/SCC;30336
Suboficial QSS BMA;Alberto Saraiva Portela Rodrigues;58/SC;40953
Suboficial QSS BCO;Alberto Shunji Sato;58/SC;40953
Senhor;Alberto Stolze Bahiana;091/SCC;29240
Senhor;Alberto Victor Pereira;202/SC;38035
Senhora;Albetista Barbosa Tessariol;086/SCC;30336
Terceiro-Sargento QESA SEM;Albino Carlos de Oliveira;90/SCC;36213
Primeiro-Sargento QSS BET;Albino Gomes da Silva Neto;6/SCGC;43108
Senhor;Albino Martins Fernandes;092/SCC;29971
Senhor;Albino Pereira do Nascimento;091/SCC;29240
Segundo-Sargento QSS BCO;Alcebíades Komori;1813/SCC;31036
Suboficial QSS SAD;Alcebíades Wune de Almeida Neto;047/SCC;29606
Primeiro-Sargento QSS BSP;Alcendino Gabriel da Silva;051/SCC;34026
Suboficial QSS BCO;Alceni Francisco Lucas;1194/SCC;31761
Primeiro-Sargento QSS SAD;Alcenir de Souza Silva;10/SCGC;43475
Primeiro-Sargento QSS BSP;Alcenor Barbosa Cucco Junior;2/SCGC;43836
Cabo QCB SGS;Alcenor Guimarães Duarte;051/SCC;34026
Primeiro-Sargento QSS SDE;Alceu de Souza Terra;202/SC;38035
Cabo QCB SGS;Alceu Markendorf Baumhardt;113/SC;36944
Suboficial QSS SAD;Alceu Rizzo Júnior;113/SCC;36584
Senhor;Alceu Valle Machado;047/SCC;29606
Segundo-Sargento (FN-EG);Alciclécio Silva dos Santos;6/SCGC;43108
Primeiro-Sargento de Infantaria;Alcides Almeida de Jesus;204/SC;38405
Suboficial QSS BCO;Alcides Alodio da Silva Junior;130/SCGC;41673
Primeiro-Sargento QSS SGS;Alcides Alves José;247/SC;38782
Suboficial QSS SGS;Alcides Antônio Santana da Lapa;048/SCC;35082
Senhor;Alcides Antunes Santos;086/SCC;30336
Senhor;Alcides Bentolila;091/SCC;29240
Primeiro-Sargento BMA;Alcides Braz Silva de Sousa;107/SC;40234
Terceiro-Sargento QC (DT);Alcides Carvalho;116/SCC;30701
Suboficial QSS BMA;Alcides de Amorim;931/SCC;32854
Terceiro-Sargento de Infantaria;Alcides Flavio da Silva Santos;80/SC;39504
Senhor;Alcides Gomes de Oliveira;047/SCC;29606
Senhor;Alcides Gonçalves Borges;1172/SCC;32126
Primeiro-Sargento QSS BMA;Alcides Joaquim da Silva;047/SCC;29606
Suboficial SAD;Alcides Jorge do Nascimento Albuquerque;107/SC;40234
Terceiro-Sargento QTA TCO;Alcides Luiz Mendes;161/SC;37673
Senhor;Alcides Manoel de Andrade Gonçalves;841/SCC;32478
Suboficial QSS BCO;Alcides Marino Villas Bôas;841/SCC;32478
Cabo QCB BSP;Alcides Miguel Cordeiro;113/SC;36944
Capitão QOEA ;Alcides Moreira Pereira;98/SCC;35844
Suboficial QSS SDE;Alcides Ramos Filho;092/SCC;29971
Segundo-Sargento QSS SAD;Alcides Ribeiro Junior;1.659/SCGC;42725
Primeiro-Sargento QSS SML;Alcides Roberto Barravieira;841/SCC;32478
Terceiro-Sargento QESA SAD;Alcifran Rocco da Silva;107/SC;39869
Suboficial QSS BMA;Alcimar Daudt Valença;968-A/SCC;33221
Suboficial QSS SAD;Alcimar Melo da Silva;107/SC;39869
Cabo QCB SEM;Alcimar Vidal Coêlho;160/SCC;34409
Cabo;Alcimedes Vasco dos Passos;107/SC;39869
Senhor;Alcindo da Paixão e Silva;047/SCC;29606
Cabo QCB SEM;Alcindor Alfredo dos Santos;90/SCC;36213
Primeiro-Sargento SAD;Alcinele Gonçalves Lopes;19/SCGC;44207
Suboficial QSS BMA;Alcino Alves da Silva Filho;58/SC;40953
Cabo QCB SAD;Alciomar Jacobi Moraes;29/SCGC;29/01/2016
Segundo-Sargento QSS SAD;Alcione Celina de Medeiros;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Alcione Corrêa da Silva;047/SCC;29606
Suboficial QSS BMA;Alcione José Vivian;107/SC;40234
Terceiro-Sargento TAR;Alcir Cordeiro dos Santos;80/SC;39504
Suboficial QSS SAD;Alcir de Oliveira;047/SCC;29606
Senhor;Alcir Garcia;931/SCC;32854
Suboficial (ES);Alcir Xavier Vitoria;113/SCC;36584
Cabo QCB SAD;Alcyr Gonçalves;092/SCC;29971
Suboficial QSS SMU;Alcyr Rodrigues dos Santos;841/SCC;32478
Primeiro-Sargento QSS SDE;Aldair Geraldo de Jesus Filho;130/SCGC;41673
Suboficial QSS SEL;Aldair José Henrique Nunes;113/SC;36944
Suboficial QSS BMA;Aldair Marques da Silva;113/SCC;36584
Suboficial QSS BSP;Aldair Suim de Souza;247/SC;38782
Senhora;Aldaíres Lopes dos Santos;202/SC;38035
Senhora;Aldaisa Alves Carletto;086/SCC;30336
Suboficial QSS BMB;Aldegir Affonso Tessaro;100/SCC;35481
Suboficial QSS BSP;Aldeilson Mendes da Silva;841/SCC;32478
Segundo-Sargento QSS BEI;Aldeirton Santos da Silva;10/SCGC;43475
Suboficial QSS SEM;Aldemar Cabral de Freitas;1813/SCC;31036
Taifeiro de Primeira Classe QTA TBA;Aldemar Dias de Sena;113/SCC;36584
Suboficial;Aldemar Pereira da Silva;1172/SCC;32126
Suboficial QSS BET;Aldemar Santos da Silva;086/SCC;30336
Suboficial (CI);Aldemar Tavares;58/SC;40953
Suboficial QSS SGS;Aldemir Cabral Aguiar;1194/SCC;31761
Segundo-Sargento QSS SGS;Aldemir Ferreira Noronha;107/SC;39869
Suboficial QSS BCO;Aldemir Gomes Crespo;051/SCC;34026
Senhor;Aldemir Luiz da Silva;58/SC;40953
Cabo QCB SAD;Aldemiro da Silva Chaves;870/SCC;33592
Cabo QCB BMA;Aldeney Corrêa Neves;90/SCC;36213
Suboficial QSS SAD;Alderico Costa de Carvalho Filho;870/SCC;33592
Primeiro-Sargento (AD);Alderismar Dantas de Lima ;29/SCGC;29/01/2016
Suboficial QSS BFT;Aldezir Loureiro Muniz;086/SCC;30336
Primeiro-Sargento QSS;Aldir Agostini da Costa;051/SCC;34026
Taifeiro-Mor QTA TAR;Aldir André da Silva;048/SCC;35082
Primeiro-Sargento QSS SAD;Aldir dos Santos Braga;1194/SCC;31761
Terceiro-Sargento QC (DT);Aldir Garcia Goulart;047/SCC;29606
Terceiro-Sargento BSP;Aldo Alves de Campos;107/SC;40234
Senhor;Aldo Carlos Martins;092/SCC;29971
Suboficial QSS SOB;Aldo Chaves dos Santos;091/SCC;29240
Senhor;Aldo Ciccarelli;107/SC;39869
Cabo QCB SAD;Aldo Coimbra Rodrigues;113/SC;36944
Suboficial QSS BCO;Aldo da Cunha Miranda;90/SCC;36213
Taifeiro-Mor QTA TAR;Aldo de Arruda Câmara;092/SCC;29971
Terceiro-Sargento QC (DT);Aldo de Carvalho Ávila;047/SCC;29606
Suboficial QSS BSP;Aldo de Souza Pessoa;968-A/SCC;33221
Cabo QCB SGS;Aldo Firmino Alves;113/SC;36944
Senhor;Aldo Gregório da Silva;113/SCC;36584
Senhor;Aldo José de Oliveira;1172/SCC;32126
Suboficial QSS BMA;Aldo Martins Silva Rios;182/SCGC;42053
Primeiro-Sargento QSS SGS;Aldo Mendes de Oliveira;086/SCC;30336
Cabo QCB SGS;Aldo Menezes dos Santos;106/SC;39134
Senhor;Aldo Merlim;2/SCGC;43836
Terceiro-Sargento QC (DT);Aldo Pereira da Silva;091/SCC;29240
Suboficial QSS BMA;Aldo Santos Garcez;870/SCC;33592
Terceiro-Sargento QESA BEP;Aldo Vale de Jesus ;107/SC;39869
Suboficial QSS STO;Aldo Velozo Vilanova;189/SC;41312
Suboficial QSS BET;Aldo Yves Nascimento Corrêa;202/SC;38035
Segundo-Sargento QSS BSP;Aldrim Rabelo Fonseca;247/SC;38782
Suboficial QSS BSP;Aldrin Carvalho Quadros;29/SCGC;29/01/2016
Terceiro-Sargento SAD;Aldrin Santiago Passos;80/SC;39504
Suboficial QSS BMT;Aldrovani Tanai da Silva Mantovani;113/SC;36944
Primeiro-Sargento QSS BCO;Alecsandro Colombo das Neves;182/SCGC;42053
Suboficial QSS BMA;Alecsandro Zacher Dutra;58/SC;40953
Suboficial QSS BET;Alédio Ladislau;1813/SCC;31036
Primeiro-Sargento QSS BET;Alekissandro Rossi Viana de Oliveira;2/SCGC;43836
Suboficial QSS BMT;Alencar Eickhoff;160/SCC;34409
Senhor;Alencastro Luiz Alves Sobrinho;968-A/SCC;33221
Senhora;Alenir Domingues de Oliveira;086/SCC;30336
Cabo QCB BMA;Aleomá de Sena Lima Filho;047/SCC;29606
Suboficial QSS SAD;Alessander Lemos Carreira de Souza;29/SCGC;29/01/2016
Suboficial QSS BEI;Alessander Ribeiro Misiag;29/SCGC;29/01/2016
Senhora;Alessandra Aparecida Pereira;29/SCGC;29/01/2016
Primeiro-Sargento QSS SAD;Alessandra Cardoso Ramos;1.659/SCGC;42725
Senhora;Alessandra Christiani Pereira;106/SC;39134
Primeiro-Sargento QSS SAD;Alessandra de Fatima do Espirito Santo;10/SCGC;43475
Primeiro-Sargento QSS BET;Alessandra Gomes Moreira Klaussner;2/SCGC;43836
Primeiro-Sargento QSS SAD;Alessandra Racca Mendes;10/SCGC;43475
Terceiro-Sargento (FN-MO);Alessandre da Silva Sisnande;10/SCGC;43475
Primeiro-Sargento QSS SEL;Alessandre de Oliveira Rodrigues;6/SCGC;43108
Segundo-Sargento QSS SGS;Alessandro Adalto da Silva;189/SC;41312
Segundo-Sargento QSS SOB;Alessandro Aguimar Guimaraes;58/SC;40953
Primeiro-Sargento QSS BEI;Alessandro Aparecido Xavier da Silva;10/SCGC;43475
Primeiro-Sargento QSS BSP;Alessandro Baptista Assumpcão;6/SCGC;43108
Primeiro-Sargento QSS SEM;Alessandro Barreto de Oliveira;202/SC;38035
Suboficial QSS BSP;Alessandro Barreto Pego;189/SC;41312
Suboficial QSS BMA;Alessandro Bento de Castro;58/SC;40953
Suboficial BEI;Alessandro Castro de Souza;19/SCGC;44207
Cabo QCB SAD;Alessandro Cavalcanti Campos;189/SC;41312
Terceiro-Sargento SAD;Alessandro Claudino de Araujo;80/SC;39504
Primeiro-Sargento QSS SAD;Alessandro De Farias Soares;1.659/SCGC;42725
Cabo QCB BSP;Alessandro dos Santos Carvalho;81/SC;40581
Segundo-Sargento SOB;Alessandro Eduardo Florencio de Oliveira;19/SCGC;44207
Primeiro-Sargento BMA;Alessandro Florêncio Dias;19/SCGC;44207
Suboficial QSS BSP;Alessandro Gama Antunes;2/SCGC;43836
Terceiro-Sargento QSS SAD;Alessandro Jacinto Matias;182/SCGC;42053
Terceiro-Sargento QSS SEL;Alessandro Lopes de Queiroz;182/SCGC;42053
Primeiro-Sargento QSS BMA;Alessandro Lopes Dos Reis;1.659/SCGC;42725
Primeiro-Sargento QSS SGS;Alessandro Luiz Garlipp;10/SCGC;43475
Primeiro-Sargento QSS SEM;Alessandro Mendonca da Silva;182/SCGC;42053
Senhor;Alessandro Morales Martins;6/SCGC;43108
Primeiro-Sargento QSS SAD;Alessandro Nunes Ludtke;130/SCGC;41673
Terceiro-Sargento QSS SAD;Alessandro Pinheiro Lopes;202/SC;38035
Segundo-Sargento QSS SAD;Alessandro Pinto Pinheiro;107/SC;39869
Suboficial QSS BMA;Alessandro Queiroz de Oliveira;29/SCGC;29/01/2016
Primeiro-Sargento QSS SEL;Alessandro Rodrigues Alves;6/SCGC;43108
Suboficial QSS BFT;Alex Alvarez Filho;2/SCGC;43836
Segundo-Sargento QSS BSP;Alex Alves de Lima;113/SC;36944
Senhor;Alex Anderson Costa Nobre;29/SCGC;29/01/2016
Terceiro-Sargento BCO;Alex Antonio Alves;81/SC;40581
Suboficial QSS SEL;Alex Arruda Lima;98/SCC;35844
Subtenente de Material Bélico;Alex Cabral de Oliveira;29/SCGC;29/01/2016
Suboficial QSS BET;Alex da Costa;161/SC;37673
Primeiro-Sargento QSS SEL;Alex da Silva Bernardo;10/SCGC;43475
Segundo-Sargento SGS;Alex da Silva Peçanha;81/SC;40581
Suboficial (AV-CV);Alex da Silva Torres;182/SCGC;42053
Terceiro-Sargento QSS SAD;Alex da Silva Vasconcellos;247/SC;38782
Primeiro-Sargento QSS SEM;Alex David Ferreira Melo;10/SCGC;43475
Suboficial BMA;Alex de Paula Goncalves;19/SCGC;44207
Subtenente Engenheiro;Alex Donizete Vasconcelos;19/SCGC;44207
Primeiro-Sargento BET;Alex dos Santos Ferreira;19/SCGC;44207
Primeiro-Sargento SOB;Alex Dutra Cupertino;19/SCGC;44207
Primeiro-Sargento QSS SEL;Alex Ferreira de Oliveira;29/SCGC;29/01/2016
Primeiro-Sargento BCT;Alex Garcia Barreto;19/SCGC;44207
Primeiro-Sargento QTA TAR;Alex Gularte da Costa;130/SCGC;41673
Primeiro-Sargento QSS BSP;Alex Ienczak;29/SCGC;29/01/2016
Primeiro-Sargento QSS SML;Alex Júlio Rigaud;189/SC;41312
Segundo-Sargento QSS BSP;Alex Luciano Dahlke;106/SC;39134
Segundo-Sargento QSS BFT;Alex Luiz Ferreira;58/SC;40953
Segundo-Sargento QSS SAD;Alex Maass;58/SC;40953
Suboficial QSS SAD;Alex Martins Pais;80/SC;39504
Primeiro-Sargento QSS BMA;Alex Mendes da Silva;10/SCGC;43475
Terceiro-Sargento QESA BMB;Alex Moreira da Silva;6/SCGC;43108
Primeiro-Sargento de Infantaria;Alex Nogueira de Paula;204/SC;38405
Primeiro-Sargento QSS BMA;Alex Pacifico de Moura;182/SCGC;42053
Suboficial QSS BCT;Alex Porto Lara;161/SC;37673
Primeiro-Sargento QSS BEI;Alex Ribeiro Pereira;1.659/SCGC;42725
Segundo-Sargento SAD;Alex Sales dos Santos Leite;19/SCGC;44207
Segundo-Sargento BMB;Alex Sandro Aparecido Santana;107/SC;40234
Primeiro-Sargento QSS BMA;Alex Sandro Souto Barbosa;10/SCGC;43475
Segundo-Sargento BFT;Alex Silva de Barros;107/SC;40234
Suboficial QSS BCT;Alex Simão Hernandez;193/SCC;34750
Primeiro-Sargento QSS SEM;Alex Teixeira De Freitas;1.659/SCGC;42725
Segundo-Sargento QSS SAD;Alex Trindade Barbosa;189/SC;41312
Suboficial QSS BET;Alex Wagner Caetano;1.659/SCGC;42725
Primeiro-Sargento de Intendência;Alexander Aldeir Costa da Silva;2/SCGC;43836
Segundo-Sargento SAD;Alexander Almeida Fernandes;81/SC;40581
Segundo-Sargento QSS SEL;Alexander Bastos de Pina;58/SC;40953
