À disposição do(a) Ministério da Defesa;Brasília;20/07/2020 - 17:55;Canoas;20/07/2020 - 20:30;Serviço;14
Comandante da Marinha;Rio de Janeiro (Santos Dumont);21/07/2020 - 17:15;Brasília;21/07/2020 - 18:45;Serviço;6
À disposição do(a) Ministério da Defesa;Canoas;22/07/2020 - 10:10;Florianópolis;22/07/2020 - 10:55;Serviço;14
Comandante do Exército;Brasília;22/07/2020 - 15:05;Campo Grande;22/07/2020 - 15:30;Serviço;14
Ministro do Turismo;Brasília;23/07/2020 - 14:30;Belo Horizonte (Confins);23/07/2020 - 15:30;Serviço;7
Presidente do Congresso Nacional;Brasília;24/07/2020 - 07:15;Macapá;24/07/2020 - 09:55;Serviço/Segurança;20
Presidente da Câmara dos Deputados;Brasília;24/07/2020 - 11:15;Rio de Janeiro (Santos Dumont);24/07/2020 - 12:45;Segurança;9
Presidente do Supremo Tribunal Federal;São Paulo (Congonhas);24/07/2020 - 16:20;Brasília;24/07/2020 - 17:50;Serviço;4
Ministro da Defesa;Brasília;23/07/2020 - 07:25;Marabá;23/07/2020 - 09:15;Serviço;14
Ministro da Defesa;Marabá;23/07/2020 - 12:10;Belém;23/07/2020 - 13:10;Serviço;14
Ministro da Defesa;Belém;24/07/2020 - 08:10;Macapá;24/07/2020 - 08:50;Serviço;14
Ministro da Defesa;Macapá;24/07/2020 - 13:50;Brasília;24/07/2020 - 16:25;Serviço;14
À disposição do Ministério da Defesa;Florianópolis;23/07/2020 - 09:55;Curitiba;23/07/2020 - 10:30;Serviço;14
À disposição do Ministério da Defesa;Curitiba;24/07/2020 - 09:55;Brasília;24/07/2020 - 11:40;Serviço;14
Comandante do Exército;Campo Grande;23/07/2020 - 14:10;Santa Maria;23/07/2020 - 16:40;Serviço;14
Comandante do Exército;Santa Maria;24/07/2020 - 13:40;Canoas;24/07/2020 - 14:20;Serviço;14
Ministro do Desenvolvimento Regional;Brasília;24/07/2020 - 06:15;Floriano;24/07/2020 - 08:55;Serviço;14
Ministro do Desenvolvimento Regional;Floriano;24/07/2020 - 14:25;Imperatriz;24/07/2020 - 15:30;Serviço;14
Ministro do Desenvolvimento Regional;Imperatriz;24/07/2020 - 19:05;Brasília;24/07/2020 - 21:45;Serviço;14
Presidente do Congresso Nacional;Macapá;27/07/2020 - 08:15;Brasília;27/07/2020 - 10:55;Serviço/Segurança;20
Comandante do Exército;Canoas;27/07/2020 - 15:40;Brasília;27/07/2020 - 18:10;Serviço;14
Presidente da Câmara dos Deputados;Rio de Janeiro (Santos Dumont);27/07/2020 - 08:20;São Paulo (Congonhas);27/07/2020 - 09:15;Serviço;4
Presidente da Câmara dos Deputados;São Paulo (Congonhas);28/07/2020 - 14:05;Brasília;28/07/2020 - 15:35;Serviço;5
Presidente do Congresso Nacional;Brasília;31/07/2020 - 08:35;Macapá;31/07/2020 - 11:05;Serviço/Segurança;13
Presidente da Câmara dos Deputados;Brasília;31/07/2020 - 10:05;São Paulo (Congonhas);31/07/2020 - 11:30;Serviço;4
Presidente da Câmara dos Deputados;São Paulo (Congonhas);31/07/2020 - 20:45;Rio de Janeiro (Santos Dumont);31/07/2020 - 21:25;Serviço;4
Comandante da Marinha;Brasília;31/07/2020 - 14:40;Rio de Janeiro (Santos Dumont);31/07/2020 - 16:10;Serviço;10
